Air District Name,Regulation,Rules,RuleType,Stringency,OriginalAdoptionDate,CurrentActionType,CurrentActionDate,Effective Date,SourceType,Applicability,Pollutants,Regulatory Text,Regulatory Text Underline Strikeout,Staff Report,Board Package
Northern Sonoma County APCD,4.1: Control Measure For Wood Fired Appliance Emissions,200: District Certification Of Non-affected Devices,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2272.html,,,
Northern Sonoma County APCD,4.1: Control Measure For Wood Fired Appliance Emissions,300: Fees,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2273.html,,,
Northern Sonoma County APCD,4.1: Control Measure For Wood Fired Appliance Emissions,400: Standards And Limitations,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2274.html,,,
Northern Sonoma County APCD,4.1: Control Measure For Wood Fired Appliance Emissions,420: Fuel Limitations And Prohibitions,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2275.html,,,
Northern Sonoma County APCD,4.1: Control Measure For Wood Fired Appliance Emissions,500: Enforcement,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2276.html,,,
Northern Sonoma County APCD,5: Procedures For Issuing Permits To Operate For Sources Subject To Title V Of The Federal Clean Air Act Amendments Of 1990,1: Purpose And General Requirements,Federal,Unknown,10/12/1993 0:00:00,Amend,5/8/2001 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2277.html,,,
Northern Sonoma County APCD,5: Procedures For Issuing Permits To Operate For Sources Subject To Title V Of The Federal Clean Air Act Amendments Of 1990,2: Definitions Used In Regulation 5,Federal,Unknown,10/12/1993 0:00:00,Amend,5/8/2001 0:00:00,11/11/1900,Point,All,"Criteria Pollutants, NOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2278.html,,,
Northern Sonoma County APCD,5: Procedures For Issuing Permits To Operate For Sources Subject To Title V Of The Federal Clean Air Act Amendments Of 1990,3: Applicability Of Regulation 5,Federal,Unknown,10/12/1993 0:00:00,Amend,5/8/2001 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2279.html,,,
Northern Sonoma County APCD,5: Procedures For Issuing Permits To Operate For Sources Subject To Title V Of The Federal Clean Air Act Amendments Of 1990,4: Administrative Procedures For Sources,Federal,Unknown,10/12/1993 0:00:00,Amend,5/8/2001 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2280.html,,,
Northern Sonoma County APCD,5: Procedures For Issuing Permits To Operate For Sources Subject To Title V Of The Federal Clean Air Act Amendments Of 1990,5: District Administrative Procedures,Federal,Unknown,10/12/1993 0:00:00,Amend,5/8/2001 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2281.html,,,
Northern Sonoma County APCD,5: Procedures For Issuing Permits To Operate For Sources Subject To Title V Of The Federal Clean Air Act Amendments Of 1990,6: Permit Content Requirements,Federal,Unknown,10/12/1993 0:00:00,Amend,5/8/2001 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2282.html,,,
Placer County APCD,1: General Provisions,101: Title,General,n/a,10/12/1974 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2283.pdf,,,
Placer County APCD,1: General Provisions,102: Definitions,General,n/a,11/12/1974 0:00:00,Amend,6/11/2020 0:00:00,6/11/2020,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID4654.pdf,,,
Placer County APCD,1: General Provisions,103: Validity,General,n/a,5/24/1977 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2285.pdf,,,
Placer County APCD,2: Prohibitions,201: Coverage,General,n/a,11/12/1974 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2286.pdf,,,
Placer County APCD,2: Prohibitions,202: Visible Emissions,Prohibitory,Unknown,5/24/1977 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,Visible Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2287.pdf,,,
Placer County APCD,2: Prohibitions,203: Exceptions To Rule 202,General,n/a,5/24/1977 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2288.pdf,,,
Placer County APCD,2: Prohibitions,204: Wet Plumes,Prohibitory,Unknown,11/12/1974 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2289.pdf,,,
Placer County APCD,2: Prohibitions,205: Nuisance,Prohibitory,Unknown,12/8/1970 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,All Pollutants,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2290.pdf,,,
Placer County APCD,2: Prohibitions,206: Incinerator Burning,Prohibitory,Unknown,11/12/1974 0:00:00,Amend,10/13/2016 0:00:00,10/13/2016,Point,All,"Dioxins, Hydrocarbons, Hydrochloric acid, NOX, PM, SOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2291.pdf,,,
Placer County APCD,2: Prohibitions,207: Particulate Matter,Prohibitory,Unknown,11/12/1974 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2292.pdf,,,
Placer County APCD,2: Prohibitions,208: Orchard Or Citrus Heaters,Prohibitory,Unknown,11/12/1974 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2293.pdf,,,
Placer County APCD,2: Prohibitions,209: Fossil Fuel-Steam Facility,Prohibitory,Unknown,11/12/1974 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,"NOX, PM, SOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2294.pdf,,,
Placer County APCD,2: Prohibitions,210: Specific Contaminants,Prohibitory,Unknown,11/12/1974 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,"PM, SOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2295.pdf,,,
Placer County APCD,2: Prohibitions,211: Process Weight,Prohibitory,Unknown,5/24/1977 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2296.pdf,,,
Placer County APCD,2: Prohibitions,212: Storage Of Organic Liquids,Prohibitory,Unknown,5/24/1977 0:00:00,Amend,6/19/1997 0:00:00,6/19/1997,Point,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2297.pdf,,,
Placer County APCD,2: Prohibitions,213: Gasoline Transfer Into Stationary Storage Containers,Prohibitory,RACT,6/19/1979 0:00:00,Amend,2/21/2013 0:00:00,2/21/2013,Point,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2298.pdf,,,
Placer County APCD,2: Prohibitions,214: Transfer Of Gasoline Into Vehicle Fuel Tanks,Prohibitory,RACT,6/16/1979 0:00:00,Amend,2/21/2013 0:00:00,2/21/2013,Point,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2299.pdf,,,
Placer County APCD,2: Prohibitions,"215: Transfer Of Gasoline Into Tank Trucks, Trailers And Railroad Tank Cars At Loading Facilities",Prohibitory,Unknown,6/19/1979 0:00:00,Amend,6/19/1997 0:00:00,6/19/1997,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2300.pdf,,,
Placer County APCD,2: Prohibitions,216: Organic Solvent Cleaning And Degreasing Operations,Prohibitory,RACT,6/19/1979 0:00:00,Amend,12/11/2003 0:00:00,12/11/1993,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2301.pdf,,,
Placer County APCD,2: Prohibitions,217: Cutback And Emulsified Asphalt Paving Materials,Prohibitory,RACT,6/19/1979 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2302.pdf,,,
Placer County APCD,2: Prohibitions,218: Architectural Coatings,Prohibitory,RACT,6/19/1979 0:00:00,Amend,10/14/2010 0:00:00,10/14/2010,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2303.pdf,,,
Placer County APCD,2: Prohibitions,219: Organic Solvents,Prohibitory,Unknown,6/19/1979 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2304.pdf,,,
Placer County APCD,2: Prohibitions,220: Abrasive Blasting,Prohibitory,Unknown,5/24/1977 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2305.pdf,,,
Placer County APCD,2: Prohibitions,221: Compliance Tests,General,Unknown,6/16/1979 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2306.pdf,,,
Placer County APCD,2: Prohibitions,222: Reduction Of Animal Matter,Prohibitory,Unknown,6/19/1979 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2307.pdf,,,
Placer County APCD,2: Prohibitions,223: Metal Container Coating,Prohibitory,RACT,4/24/1981 0:00:00,Amend,10/6/1994 0:00:00,10/6/1994,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2308.pdf,,,
Placer County APCD,2: Prohibitions,224: Aggregate Containing Asbestos,Prohibitory,Unknown,6/17/1986 0:00:00,Adopt,6/17/1986 0:00:00,6/17/1986,Point,All,Asbestos,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2309.pdf,,,
Placer County APCD,2: Prohibitions,225: Wood Burning Appliances,Prohibitory,Unknown,6/17/1986 0:00:00,Amend,12/3/2007 0:00:00,12/13/2007,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2310.pdf,,,
Placer County APCD,2: Prohibitions,226: Sulfur Content Of Fuels - Lake Tahoe Air Basin,Prohibitory,Unknown,6/19/1979 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,Point,All,SOX,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2311.pdf,,,
Placer County APCD,2: Prohibitions,228: Fugitive Dust,Prohibitory,Unknown,6/16/1979 0:00:00,Amend,4/10/2003 0:00:00,4/10/2003,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2313.pdf,,,
Placer County APCD,2: Prohibitions,"231: Industrial, Institutional, And Commercial Boilers, Steam Generators And Process Heaters",Prohibitory,RACT,10/17/1994 0:00:00,Amend,10/9/1997 0:00:00,10/9/1997,Point,All,"CO, NOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2316.pdf,,,
Placer County APCD,2: Prohibitions,233: Biomass Boilers,Prohibitory,RACT,10/6/1994 0:00:00,Amend,6/14/2012 0:00:00,6/14/2012,Point,All,"CO, NOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2318.pdf,,,
Placer County APCD,2: Prohibitions,234: Automotive Refinishing Operations,Prohibitory,RACT,11/3/1994 0:00:00,Amend,10/14/2010 0:00:00,10/14/2010,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2319.pdf,,,
Placer County APCD,2: Prohibitions,235: Adhesives,Prohibitory,RACT,6/8/1995 0:00:00,Amend,10/11/2012 0:00:00,10/11/2012,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2320.pdf,,,
Placer County APCD,2: Prohibitions,236: Wood Products Coating Operations,Prohibitory,RACT,10/3/1994 0:00:00,Amend,10/14/2010 0:00:00,10/14/2010,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2321.pdf,,,
Placer County APCD,2: Prohibitions,238: Factory Coating Of Flat Wood Paneling,Prohibitory,RACT,11/3/1994 0:00:00,Amend,10/14/2010 0:00:00,10/14/2010,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2323.pdf,,,
Placer County APCD,2: Prohibitions,239: Graphic Arts Operations,Prohibitory,RACT,11/3/1994 0:00:00,Amend,10/11/2012 0:00:00,10/11/2012,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2324.pdf,,,
Placer County APCD,2: Prohibitions,240: Surface Preparation And Cleanup,Prohibitory,RACT,6/8/1995 0:00:00,Amend,12/11/2003 0:00:00,12/11/2003,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2325.pdf,,,
Placer County APCD,2: Prohibitions,241: Crematories,Prohibitory,Unknown,4/11/2013 0:00:00,Adopt,4/11/2013 0:00:00,4/11/2013,Point,All,Visible Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2326.pdf,,,
Placer County APCD,2: Prohibitions,242: Stationary Internal Combustion Engines,Prohibitory,RACT,4/10/2003 0:00:00,Adopt,4/10/2003 0:00:00,4/10/2003,Point,All,"CO, NOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2327.pdf,,,
Placer County APCD,2: Prohibitions,243: Polyester Resin Operations,Prohibitory,RACT,4/10/2003 0:00:00,Adopt,4/10/2003 0:00:00,4/10/2003,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2328.pdf,,,
Placer County APCD,2: Prohibitions,244: Semiconductor Manufacturing Operations,Prohibitory,RACT,2/9/1995 0:00:00,Adopt,2/9/1995 0:00:00,2/9/1995,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2329.pdf,,,
Placer County APCD,2: Prohibitions,245: Surface Coating Of Metal Parts And Products,Prohibitory,RACT,12/11/2008 0:00:00,Amend,8/20/2009 0:00:00,8/20/2009,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2330.pdf,,,
Placer County APCD,2: Prohibitions,246: Natural Gas-fired Water Heaters,Prohibitory,RACT,6/19/1997 0:00:00,Adopt,6/19/1997 0:00:00,6/19/1997,Point,All,NOX,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2331.pdf,,,
Placer County APCD,2: Prohibitions,"247: Natural Gas-fired Water Heaters, Boilers, And Process Heaters",Prohibitory,RACT,10/10/2013 0:00:00,Amend,2/13/2014 0:00:00,2/13/2014,Point,All,NOX,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2332.pdf,,,
Placer County APCD,2: Prohibitions,249: Surface Coating Of Plastic Parts And Products,Prohibitory,RACT,8/8/2013 0:00:00,Adopt,8/8/2013 0:00:00,8/8/2013,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2333.pdf,,,
Placer County APCD,2: Prohibitions,250: Stationary Gas Turbines,Prohibitory,RACT,10/14/1994 0:00:00,Amend,10/8/2015 0:00:00,10/8/2015,Point,All,NOX,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2334.pdf,,,
Placer County APCD,3: Open Burning,301: Nonagricultural Burning Smoke Management,Prohibitory,n/a,2/10/2011 0:00:00,Amend,8/9/2018 0:00:00,8/9/2018,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2335.pdf,,,
Placer County APCD,3: Open Burning,302: Agricultural Waste Burning Smoke Management,Prohibitory,n/a,2/10/2011 0:00:00,Amend,8/9/2018 0:00:00,8/9/2018,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2336.pdf,,,
Placer County APCD,3: Open Burning,303: Prescribed Burning Smoke Management,Prohibitory,n/a,2/10/2011 0:00:00,Amend,2/9/2012 0:00:00,2/9/2012,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2337.pdf,,,
Placer County APCD,3: Open Burning,304: Land Development Burning Smoke Management,Prohibitory,n/a,2/10/2011 0:00:00,Amend,2/9/2012 0:00:00,2/9/2012,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2338.pdf,,,
Placer County APCD,3: Open Burning,305: Residential Allowable Burning,Prohibitory,n/a,2/10/2011 0:00:00,Amend,10/11/2018 0:00:00,10/11/2018,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2339.pdf,,,
Placer County APCD,3: Open Burning,306: Open Burning Of Nonindustrial Wood Waste At Designated Disposal Sites,Prohibitory,n/a,2/10/2011 0:00:00,Amend,2/9/2012 0:00:00,2/9/2012,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2340.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,401: Responsibility,General,n/a,11/12/1974 0:00:00,Amend,5/24/1977 0:00:00,5/24/1977,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2341.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,402: Authority To Inspect,General,n/a,11/12/1974 0:00:00,Amend,5/24/1977 0:00:00,5/24/1977,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2342.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,403: Responsibility Of Permittee,General,n/a,11/12/1974 0:00:00,Amend,5/24/1977 0:00:00,5/24/1977,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2343.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,"404: Upset Conditions, Breakdown Or Scheduled Maintenance",General,n/a,11/12/1974 0:00:00,Amend,6/19/1979 0:00:00,6/19/1979,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2344.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,405: Separation Of Emissions,Prohibitory,n/a,11/12/1974 0:00:00,Amend,5/24/1977 0:00:00,5/24/1977,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2345.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,406: Combination Of Emissions,General,n/a,11/12/1974 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2346.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,407: Circumvention,General,n/a,11/12/1974 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2347.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,408: Source Record Keeping And Reporting,Prohibitory,n/a,11/12/1974 0:00:00,Amend,10/19/1993 0:00:00,10/19/1993,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2348.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,409: Public Records,General,n/a,11/12/1974 0:00:00,Amend,5/24/1977 0:00:00,5/24/1977,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2349.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,410: Recordkeeping For Volatile Organic Compound Emissions,General,n/a,9/25/1990 0:00:00,Amend,11/3/1994 0:00:00,11/3/1994,General,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2350.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,411: Indemnification Of District,General,n/a,2/14/2008 0:00:00,Adopt,2/14/2008 0:00:00,2/14/2008,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2351.pdf,,,
Placer County APCD,4: Miscellaneous Provisions,412: Registration Requirements For Stationary And Portable Compression Ignition Engines Used In Agricultural Operations,Prohibitory,n/a,12/13/2007 0:00:00,Amend,8/11/2011 0:00:00,8/11/2011,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2352.pdf,,,
Placer County APCD,5: Permits,501: General Permit Requirements,General,n/a,12/8/1970 0:00:00,Amend,4/8/2021 0:00:00,4/8/2021,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID4714.pdf,,,
Placer County APCD,5: Permits,502: New Source Review,NSR,Not Determined,11/12/1974 0:00:00,Amend,8/12/2021 0:00:00,8/12/2021,Point,All,"Criteria Pollutants, HAPs",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID4809.pdf,,,
Placer County APCD,5: Permits,503: Emission Statement,General,n/a,9/21/1993 0:00:00,Amend,8/12/2010 0:00:00,8/12/2010,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2355.pdf,,,
Placer County APCD,5: Permits,504: Emission Reduction Credits,General,n/a,9/21/1993 0:00:00,Amend,8/12/2010 0:00:00,8/12/2010,General,All,"CO, NOX, PM10, SOX, VOC",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2356.pdf,,,
Placer County APCD,5: Permits,505: Priority Reserve,General,n/a,9/21/1993 0:00:00,Adopt,9/21/1993 0:00:00,9/21/1993,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2357.pdf,,,
Placer County APCD,5: Permits,507: Federal Operating Permit Program,Federal,n/a,10/19/1993 0:00:00,Amend,4/8/2004 0:00:00,4/8/2004,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2359.pdf,,,
Placer County APCD,5: Permits,508: General Conformity Rule,General,n/a,11/3/1994 0:00:00,Amend,8/8/1996 0:00:00,8/8/1996,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2360.pdf,,,
Placer County APCD,5: Permits,509: Transportation Conformity Rule,Transportation Control Measure,n/a,11/3/1994 0:00:00,Adopt,11/3/1994 0:00:00,11/3/1994,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2361.pdf,,,
Placer County APCD,5: Permits,510: Violations And Determination Of Compliance - Title V,Federal,n/a,2/9/1995 0:00:00,Adopt,2/9/1995 0:00:00,2/9/1995,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2362.pdf,,,
Placer County APCD,5: Permits,511: Potential To Emit,Prohibitory,n/a,6/8/1995 0:00:00,Adopt,6/8/1995 0:00:00,6/8/1995,General,All,"Criteria Pollutants, HAPs",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2363.pdf,,,
Placer County APCD,5: Permits,512: Request For Synthetic Minor Source Status,General,n/a,6/8/1995 0:00:00,Adopt,6/8/1995 0:00:00,6/8/1995,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2364.pdf,,,
Placer County APCD,5: Permits,513: Toxics New Source Review: Federal Clean Air Act Section 112(g),NSR,n/a,8/12/1999 0:00:00,Adopt,8/12/1999 0:00:00,8/12/1999,Point,All,HAPs,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2365.pdf,,,
Placer County APCD,5: Permits,515: Stationary Rail Yard Control Emission Reduction Credits,General,n/a,10/9/2008 0:00:00,Amend,2/19/2015 0:00:00,2/19/2015,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2367.pdf,,,
Placer County APCD,5: Permits,516: Rice Straw Emission Reduction Credits,General,n/a,2/19/2009 0:00:00,Adopt,2/19/2009 0:00:00,2/19/2009,Point,All,"CO, NOX, PM10, SOX, VOC",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2368.pdf,,,
Placer County APCD,5: Permits,518: Prevention Of Significant Deterioration (PSD) Permit Program,General,n/a,2/10/2011 0:00:00,Amend,10/13/2016 0:00:00,10/13/2016,Point,All,Criteria Pollutants,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2370.pdf,,,
Placer County APCD,6: Fees,601: Permit Fees,General,n/a,5/24/1977 0:00:00,Amend,4/12/2018 0:00:00,7/1/2018,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2371.pdf,,,
Placer County APCD,6: Fees,602: Hearing Board Fees,General,n/a,10/15/1979 0:00:00,Amend,6/14/2001 0:00:00,6/14/2001,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2372.pdf,,,
Placer County APCD,6: Fees,603: Analysis Fee,General,n/a,5/24/1977 0:00:00,Amend,8/8/1996 0:00:00,8/8/1996,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2373.pdf,,,
Placer County APCD,6: Fees,604: Source Test Observation And Report Evaluation,General,n/a,5/24/1977 0:00:00,Amend,10/10/2013 0:00:00,10/10/2013,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2374.pdf,,,
Placer County APCD,6: Fees,607: Burning Permit Fees,General,n/a,9/7/1993 0:00:00,Amend,2/10/2011 0:00:00,2/10/2011,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2375.pdf,,,
